X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,LANGUAGE
"7,018886056,""-2,597246292"",""1,883076298"",""6,000780719"",""-6,047508736"",""12,57361232"",""-10,78558823"",""4,497040612"",""0,5894803676"",""-2,021052745"",""2,64661345"",""-4,738374453"",FALSE"
"-2,863910005,""1,608425166"",""-1,575422733"",""4,480974395"",""-4,044909727"",""9,854652024"",""-12,43081029"",""7,228187955"",""-1,795628924"",""-1,801882817"",""3,681854164"",""-5,804928141"",FALSE"
"-1,270663171,""-0,7816743339"",""1,673638212"",""7,571520364"",""-8,549877203"",""8,174395207"",""-10,89347817"",""5,119629832"",""-0,3243514329"",""-3,813391506"",""-0,611499207"",""-0,5602098849"",FALSE"
"3,678968846,""-3,427040641"",""1,652348652"",""10,47792156"",""-3,512239318"",""9,244004409"",""-11,70961161"",""5,706185943"",""0,4805462255"",""-7,986649763"",""3,461840039"",""-0,8976844847"",FALSE"
"7,350161291,""-3,491528846"",""2,482493138"",""6,179831975"",""-7,262913611"",""11,84757495"",""-10,32784525"",""4,184916482"",""0,2891495024"",""-4,383235928"",""5,080411666"",""-4,758753697"",FALSE"
"4,211952087,""-9,878729801"",""3,830420282"",""7,723082086"",""-7,358777374"",""9,42407229"",""-10,01352578"",""4,242593615"",""1,551910677"",""-0,9417381026"",""1,649726387"",""-5,580435876"",FALSE"
"-3,995852233,""0,9441836339"",""-0,4028385375"",""9,502629061"",""-2,46296659"",""10,73443373"",""-9,788837483"",""6,228163982"",""-0,2005934313"",""0,7072085974"",""3,513096283"",""-2,793769597"",FALSE"
"3,964749123,""-2,130905219"",""1,659676603"",""8,814153287"",""-5,255411932"",""11,78436046"",""-9,49675786"",""4,809716347"",""-1,100692728"",""-3,878145718"",""2,410176981"",""-6,568622966"",FALSE"
"5,213084669,""-8,050842103"",""3,173941183"",""8,019951897"",""-7,033890874"",""10,34743321"",""-11,5420849"",""3,360068049"",""1,265037357"",""-2,32165884"",""0,8217994019"",""-6,95201228"",FALSE"
"1,649263227,""-0,7008648942"",""-1,887409223"",""3,413833982"",""-6,86850365"",""10,7145676"",""-11,09469795"",""6,617318463"",""-0,4640027781"",""-2,199675473"",""3,412144332"",""-3,245269022"",FALSE"
"13,16595188,""-6,29188314"",""-0,2131782249"",""10,12916494"",""-12,90884213"",""9,139080857"",""-3,884775342"",""5,614089213"",""0,5614191495"",""-7,235564554"",""2,251629618"",""-8,734724822"",FALSE"
"3,570870841,""0,876038157"",""0,8611727647"",""3,566204488"",""-7,796933765"",""11,98397311"",""-11,11465348"",""6,245212861"",""-0,3039535854"",""-2,911860312"",""3,675607046"",""-5,105823632"",FALSE"
"2,693463775,""-5,05270966"",""3,021025813"",""6,262163585"",""-9,998748756"",""8,518217327"",""-11,35802837"",""1,47044273"",""1,310129759"",""-3,642371298"",""-0,8394155997"",""0,4634078291"",FALSE"
"4,879428796,""-2,784060935"",""2,087430764"",""9,667524503"",""-7,818005973"",""10,90427872"",""-9,695465818"",""3,601829379"",""0,8510310942"",""-4,24802522"",""1,307767945"",""-6,08056243"",FALSE"
"6,868094472,""-10,05147791"",""7,711083706"",""8,888669266"",""-5,472245926"",""14,50243234"",""-8,306207125"",""6,345902063"",""3,401149599"",""-2,480285664"",""3,915966411"",""-4,976985857"",FALSE"
"9,442768281,""-8,859284092"",""7,370241248"",""10,45341514"",""-6,54490026"",""14,15798986"",""-8,825734216"",""6,0075906"",""0,4977940718"",""-3,69717018"",""4,437547008"",""-5,309076679"",FALSE"
"1,872594132,""-0,640211135"",""-2,492334624"",""6,50827808"",""-8,297240455"",""7,463313731"",""-8,754409365"",""6,250665052"",""-0,9253176908"",""-7,181445989"",""3,810328687"",""0,9107145019"",FALSE"
"3,953725172,""-1,361076148"",""1,206743359"",""13,94410667"",""-0,06808237117"",""9,046642967"",""-9,754246537"",""9,073108786"",""0,3308796692"",""-9,084999448"",""5,513776548"",""-4,71633144"",FALSE"
"7,071475633,""-6,512899664"",""7,650799805"",""11,1507832"",""-7,657312341"",""12,48402056"",""-11,70977189"",""3,426596388"",""1,462715203"",""-2,812752734"",""0,8665377516"",""-5,24427382"",FALSE"
"11,26346666,""-6,01798171"",""-0,7262618053"",""11,95980033"",""-5,667234776"",""12,31847465"",""-7,892121486"",""4,131174716"",""-0,6728022722"",""-9,215645009"",""4,770874408"",""-0,8225297365"",FALSE"
"11,50189666,""-3,713863703"",""2,568384295"",""11,51731037"",""-6,786669582"",""12,31491126"",""-6,956871318"",""7,220047649"",""1,100496924"",""-5,308383026"",""6,033535679"",""-7,438233889"",FALSE"
"13,46616788,""-5,783487271"",""0,6938889162"",""8,240251626"",""-8,625919346"",""14,28825398"",""-6,651368597"",""7,38766612"",""2,742086321"",""-5,090179884"",""4,722492993"",""-3,624782834"",FALSE"
"6,131590791,""-1,172269637"",""1,286914349"",""3,771093956"",""-7,465849013"",""12,57995697"",""-12,47272365"",""5,511718188"",""0,6260192328"",""-3,145062129"",""5,371699085"",""-6,158564725"",FALSE"
"-1,892395921,""-3,483293425"",""5,14479586"",""7,246320565"",""-7,198909585"",""8,622761694"",""-11,37886745"",""3,747757904"",""0,3794061867"",""-1,659432201"",""0,5962654128"",""-2,19669541"",FALSE"
"6,745619694,""-7,225856181"",""6,204441638"",""9,433958381"",""-7,910076224"",""10,20428083"",""-8,566822163"",""8,70970176"",""-2,463776728"",""-8,770122448"",""5,428403914"",""-1,647347525"",FALSE"
"2,438052094,""-6,937715068"",""0,684190319"",""8,328181151"",""-5,870123335"",""9,33186569"",""-9,38016983"",""3,408206768"",""0,7857901618"",""-2,380700132"",""2,329838062"",""-5,334672624"",FALSE"
"3,810948373,""-8,979283064"",""5,738310368"",""5,517570265"",""-6,82562967"",""11,06354727"",""-10,02662842"",""5,144971475"",""-2,098345326"",""-2,065396453"",""3,70907884"",""-8,235717551"",FALSE"
"1,684177637,""-1,653604422"",""-0,4651587461"",""11,94236652"",""1,411211149"",""10,78648225"",""-11,83992433"",""4,702556601"",""0,3449641987"",""-8,151718658"",""3,439473649"",""-1,75114492"",FALSE"
"9,985760003,""-8,976570322"",""6,122981616"",""8,83298204"",""-7,740966474"",""14,27208206"",""-6,838789782"",""8,255204942"",""1,913148239"",""-4,204403972"",""3,748035892"",""-5,382515907"",FALSE"
"-1,114959276,""0,0101916961"",""0,3002363725"",""8,792059405"",""-3,106896669"",""11,65110432"",""-9,967622427"",""7,048895353"",""-0,6636846399"",""-1,048662737"",""3,981389798"",""-5,172704084"",FALSE"
"0,2659260281,""-2,626205284"",""0,6074829202"",""1,6891424"",""-9,649365426"",""8,153231418"",""-10,02829758"",""5,254551539"",""-1,131937805"",""-1,301839829"",""2,05594212"",""-3,282467872"",FALSE"
"4,833925733,""-6,220445264"",""6,431300086"",""4,862320618"",""-11,95569435"",""10,89569991"",""-11,17747023"",""1,999418935"",""-1,932036906"",""-2,90520944"",""-1,606830199"",""-5,648663446"",FALSE"
"-4,835242264,""1,5070482"",""-0,129089474"",""2,550684605"",""-7,169083292"",""10,9997495"",""-9,278241836"",""5,906369029"",""-2,404168457"",""-1,05533385"",""-0,3116911573"",""-3,124007714"",FALSE"
"0,7004059623,""0,5487883529"",""0,3595786862"",""5,88278622"",""-5,046088799"",""11,6494333"",""-11,34622738"",""7,679066188"",""-1,58089667"",""-3,713498205"",""4,37193761"",""-5,113578794"",FALSE"
"10,80862135,""-8,283689326"",""0,2006630977"",""11,33121715"",""-4,263601391"",""14,15612694"",""-12,00103568"",""2,592875806"",""-3,599760913"",""-2,112243202"",""7,452259216"",""-8,731784952"",FALSE"
"5,385046639,""-11,48362829"",""8,342379317"",""5,159618308"",""-9,797843015"",""9,70683924"",""-12,97658686"",""5,550710426"",""-2,156447397"",""-2,721450835"",""3,412069687"",""-6,087524707"",FALSE"
"1,16759207,""-1,304318273"",""0,6392787496"",""5,765370095"",""-8,66779338"",""8,87433216"",""-11,6430342"",""3,693231936"",""-0,8787488016"",""-3,163780586"",""2,230835904"",""-0,5965418495"",FALSE"
"4,520496592,""-3,951545379"",""0,1959471606"",""9,196177962"",""-6,311477916"",""9,144795369"",""-8,80409051"",""4,879738365"",""-1,010504605"",""-2,976937243"",""3,927425828"",""-7,168147899"",FALSE"
"-0,2174977904,""1,643640721"",""-1,189817776"",""9,452308539"",""-3,76453401"",""7,070751401"",""-8,430668631"",""9,319347187"",""-2,475412743"",""-10,29753518"",""2,627325348"",""-1,945152491"",FALSE"
"2,485102324,""3,505118754"",""0,111237161"",""3,856722331"",""-5,933100623"",""10,88763884"",""-11,59068044"",""8,100160499"",""-0,2676771651"",""-5,33704241"",""3,799656889"",""-5,356913966"",FALSE"
"2,374502593,""3,526736052"",""-4,776980085"",""4,303826485"",""-4,158953277"",""11,5515272"",""-10,42106656"",""5,407983722"",""-1,349272907"",""-4,147459011"",""4,146724971"",""-4,911465031"",FALSE"
"0,0471636934,""-5,26234052"",""1,059921794"",""7,630676207"",""-6,023054746"",""9,430772785"",""-10,59365851"",""4,900895939"",""-0,7494613997"",""-2,568095471"",""1,309710302"",""-5,941408941"",FALSE"
"13,65829159,""-4,330519085"",""1,223340645"",""10,79127007"",""-8,533181152"",""10,56211972"",""-8,426623715"",""7,143288727"",""-2,106408515"",""-11,08543095"",""6,569657755"",""-4,294400573"",FALSE"
"2,368833368,""-7,266768786"",""4,881857717"",""6,97136079"",""-10,03185232"",""8,649973217"",""-12,08551274"",""5,679910445"",""-0,5373399382"",""-2,777273919"",""2,353630473"",""-3,820378932"",FALSE"
"2,914936633,""-4,191263843"",""3,497828545"",""10,37483117"",""-6,313394166"",""10,03289017"",""-10,61860405"",""4,823222553"",""1,174930143"",""-3,979058562"",""1,87673818"",""-4,466674653"",FALSE"
"4,915523073,""-1,235623768"",""0,5996224387"",""7,392183527"",""-6,940795568"",""12,20707142"",""-9,472305695"",""4,591875995"",""1,369664474"",""-4,563813643"",""2,402544741"",""-4,857424585"",FALSE"
"2,233058836,""-4,204661406"",""-0,9043148883"",""6,988613849"",""-3,918616306"",""8,643562952"",""-8,452479668"",""7,670504533"",""-3,743030472"",""-10,61970407"",""5,20456401"",""-2,044516719"",FALSE"
"-2,899402731,""2,183397784"",""-3,753354393"",""5,036475551"",""-3,330414041"",""8,73702847"",""-10,95455234"",""4,843103098"",""-3,015722102"",""-3,358776393"",""4,808988907"",""-3,608235391"",FALSE"
"-0,458483124,""-0,8117471811"",""-3,077295015"",""5,904791006"",""-6,851303646"",""8,417828006"",""-8,788095253"",""4,622653729"",""-0,977713928"",""-2,069652759"",""2,230093683"",""-5,591354966"",FALSE"
"-6,067831148,""-0,1122947189"",""-2,82516797"",""7,323830634"",""-0,1658936238"",""8,002682685"",""-10,83444599"",""6,497173674"",""-4,820864784"",""-5,696157255"",""4,258179626"",""-2,770910943"",FALSE"
"6,754668731,""-4,621568683"",""10,17262463"",""14,31193773"",""-7,485512229"",""10,12609919"",""-12,33540282"",""5,022380124"",""-0,4545468155"",""-9,487128666"",""1,313203374"",""-3,971761851"",FALSE"
"0,9875137947,""-3,170346244"",""3,474724141"",""4,75823095"",""-8,815665239"",""10,65169994"",""-10,97691234"",""4,214003008"",""-2,457685997"",""-3,663845622"",""-1,045260672"",""-5,363230164"",FALSE"
"10,14880449,""-3,633410782"",""5,470404803"",""11,26407945"",""-6,624554949"",""12,2517509"",""-12,34663389"",""6,73482272"",""1,264492698"",""-6,930236071"",""2,982636253"",""-5,512446989"",FALSE"
"-2,339694835,""0,9653673603"",""2,792281456"",""1,199950968"",""-9,312005607"",""7,929752387"",""-10,13281459"",""6,77193928"",""-3,664477509"",""-2,816512389"",""1,677631044"",""-4,82632351"",FALSE"
"2,731373679,""-0,5693998035"",""2,24883008"",""5,482721924"",""-6,367244044"",""9,24032681"",""-13,83278006"",""6,290854257"",""0,7210214123"",""-3,321854182"",""2,554318095"",""-9,162162744"",FALSE"
"2,718099391,""-5,837985576"",""3,822593711"",""7,221968579"",""-10,13306717"",""9,329622688"",""-12,26320115"",""1,704656635"",""0,1703108189"",""-3,803533006"",""-0,682318298"",""-2,361943037"",FALSE"
"1,804605665,""-6,303217858"",""5,061584349"",""9,114858259"",""-4,330390546"",""12,59998629"",""-11,18628788"",""6,409368886"",""0,04400475082"",""-0,7667844987"",""5,402240856"",""-7,171191647"",FALSE"
"4,899867733,""-4,395978114"",""0,4502374838"",""6,70706791"",""-6,726032158"",""10,37932967"",""-9,644910267"",""4,257515319"",""-0,7844251626"",""-5,477461234"",""2,214938051"",""-7,412244881"",FALSE"
"10,98296717,""-5,15744505"",""3,952060221"",""11,52938113"",""-7,638046692"",""12,13609782"",""-12,03624732"",""3,491942786"",""0,5954407524"",""-4,508810994"",""2,33214701"",""-6,221857412"",FALSE"
"3,454142923,""-4,830971809"",""4,353051388"",""7,154381708"",""-8,301257296"",""8,881973325"",""-10,55960314"",""8,779083691"",""0,003670312985"",""-2,225012058"",""1,268998864"",""-8,339259371"",FALSE"
"11,93782771,""-9,070287445"",""4,773990642"",""9,833400292"",""-7,773159293"",""11,98482487"",""-9,258848464"",""6,588930843"",""2,999879199"",""-5,498415786"",""4,126300638"",""-2,87731056"",FALSE"
"6,254665647,""-1,353544744"",""-0,536740357"",""9,001803186"",""-7,616912864"",""12,53347043"",""-8,142339217"",""3,41422615"",""0,1664604479"",""-4,867848057"",""2,83295588"",""-5,000070086"",FALSE"
"11,9577639,""-6,774199281"",""-1,317826199"",""11,19043618"",""-8,474790396"",""13,39176282"",""-7,793662819"",""0,7364886408"",""0,1923530357"",""-10,03668863"",""3,169703304"",""-2,255794083"",FALSE"
"-1,272037565,""0,6482135442"",""1,390983109"",""5,554590639"",""-7,985096193"",""7,935629514"",""-8,823007527"",""6,829016343"",""-1,705321976"",""-1,036783403"",""2,68025282"",""-6,399650155"",FALSE"
"5,648965904,""-3,18693233"",""-0,1395208149"",""-0,7252399083"",""-7,26202055"",""11,69368781"",""-12,76716873"",""8,613491049"",""-0,3621612424"",""-3,459027423"",""5,874194519"",""-5,873320569"",FALSE"
"1,699452868,""0,6476707251"",""1,332151707"",""3,542160582"",""-4,320318217"",""10,5817737"",""-14,03027977"",""6,819567761"",""-1,747805227"",""-3,300515584"",""5,209369218"",""-6,946679205"",FALSE"
"1,587481699,""0,00546117249"",""-1,373702161"",""2,167980607"",""-11,6280418"",""11,47425419"",""-7,998089002"",""5,759850894"",""-0,7332382278"",""-3,075857588"",""3,092658991"",""-1,522618369"",FALSE"
"1,883758513,""2,704247081"",""-0,9516956292"",""6,649428133"",""-9,468328944"",""8,848754885"",""-8,221542304"",""6,893254889"",""0,1302562481"",""-2,330361604"",""1,116558299"",""-4,026056589"",FALSE"
"4,240615386,""-0,09444714329"",""-1,364827182"",""4,950463994"",""-6,543753546"",""9,743853929"",""-12,28601243"",""4,815465535"",""-0,1276336033"",""-1,968142527"",""4,127581587"",""-7,771468486"",FALSE"
"-2,595752985,""-2,466704511"",""0,4209449759"",""5,337807103"",""-5,523455668"",""9,905345476"",""-10,12439536"",""4,748501553"",""-0,09000010127"",""-1,663290338"",""-0,500254214"",""-5,029416432"",FALSE"
